order_id,order_date,customer_id,customer_segment,customer_type,region,city,product_category,product_subcategory,payment_method,campaign_source,quantity,unit_price,discount_pct,shipping_days,returned
O2025422,2025-06-19,C1067,Small Business,Returning,West,Halmstad,Electronics,Mobile,Card,Email,1,657.04,0.04,5.0,No
O2025423,2025-02-10,C1201,Consumer,Returning,West,Halmstad,Electronics,Headphones,Card,Direct,1,208.82,0.137,4.0,No
O2025424,2025-09-23,C1198,Consumer,VIP,East,Orebro,Fashion,Sportswear,Card,Social,2,117.67,0.21,4.0,No
O2025425,2025-12-13,C1095,Corporate,New,West,Halmstad,Beauty,Haircare,Card,Organic,1,40.9,0.083,4.0,No
O2025426,2025-04-14,C1249,Corporate,Returning,West,Gothenburg,Beauty,Makeup,Invoice,,1,35.39,0.121,2.0,No
O2025427,2025-05-09,C1160,Consumer,New,East,Orebro,Fashion,Accessories,Card,Social,1,70.31,0.072,5.0,Yes
O2025428,2025-04-27,C1210,Small Business,New,North,Uppsala,Electronics,Tablet,Gift Card,Organic,1,538.74,0.097,4.0,Yes
O2025429,2025-07-09,C1239,Corporate,Returning,South,Helsingborg,Fashion,Shoes,Card,Organic,4,103.02,0.0,4.0,No
O2025430,2025-10-10,C1228,Small Business,Returning,West,Halmstad,Home,Decor,Card,,1,92.29,0.113,4.0,No
O2025431,2025-09-30,C1080,Consumer,New,North,Stockholm,Electronics,Headphones,Card,direct,1,179.21,,3.0,No
O2025432,2025-07-04,C1041,Consumer,Returning,South,Lund,Fashion,Accessories,Gift Card,Organic,1,67.91,0.029,2.0,No
O2025433,2025-08-14,C1148,Consumer,Returning,East,Norrkoping,Home,Furniture,Card,Direct,1,813.21,0.087,3.0,No
O2025434,2025-06-06,C1211,Consumer,New,North,Uppsala,Beauty,Haircare,Card,Social,2,37.84,0.041,1.0,No
O2025435,2025-01-06,C1155,Corporate,New,South,Helsingborg,Fashion,Accessories,Card,Social,4,20.35,0.03,2.0,No
O2025436,2025-04-16,C1160,Consumer,New,East,Orebro,Beauty,Skincare,Card,Social,1,43.72,0.08,7.0,Yes
O2025437,2025-04-08,C1045,Small Business,Returning,North,Uppsala,Home,Decor,Card,Direct,1,70.27,0.059,4.0,No
O2025438,2025-08-30,C1220,Consumer,Returning,West,Halmstad,Beauty,Makeup,Swish,Social,2,23.97,0.046,3.0,No
O2025439,2025-09-27,C1186,Corporate,Returning,North,Uppsala,Fashion,Shoes,Swish,Paid Search,1,154.61,0.098,3.0,No
O2025440,2025-04-18,C1062,Consumer,VIP,South,Helsingborg,Home,Decor,Card,Paid Search,1,121.92,0.105,4.0,No
O2025441,2025-06-06,C1144,Consumer,Returning,West,Boras,Sports,Outdoor,Swish,Email,1,121.0,0.101,5.0,No
O2025442,2025-01-31,C1217,Small Business,New,North,Uppsala,Electronics,Headphones,Card,Social,1,164.73,0.018,4.0,No
O2025443,2025-06-11,C1021,Consumer,Returning,North,Stockholm,Fashion,Shoes,Card,Organic,1,92.74,0.01,3.0,No
O2025444,2025-06-28,C1012,Small Business,Returning,East,Norrkoping,Home,Furniture,Card,Social,2,752.72,0.0,4.0,No
O2025445,2025-10-18,C1072,Consumer,New,North,Vasteras,Fashion,Shoes,Card,Email,1,75.44,0.052,4.0,Yes
O2025446,2025-10-13,C1194,Consumer,New,North,Uppsala,Electronics,Laptop,Card,Social,1,920.23,0.047,4.0,No
O2025447,2025-07-12,C1252,Corporate,Returning,North,Uppsala,Home,Decor,Card,Direct,1,88.31,0.0,4.0,No
O2025448,2025-11-03,C1225,Small Business,Returning,North,stockholm,Electronics,Headphones,Card ,Organic,1,170.52,0.033,4.0,No
O2025449,2025-08-02,C1022,Small Business,Returning,West,Halmstad,Beauty,Skincare,PayPal,Organic,2,62.41,0.0,2.0,No
O2025450,2025-01-17,C1025,Consumer,Returning,West,Boras,Home,Decor,Invoice,Organic,2,45.9,0.037,5.0,No
O2025451,2025-12-18,C1178,Consumer,VIP,South,Malmo,Electronics,Headphones,Swish,Organic,3,116.71,0.092,5.0,No
O2025452,2025-10-29,C1259,Consumer,Returning,North,Uppsala,Fashion,Sportswear,Card,,1,101.01,0.089,2.0,No
O2025453,2025-10-01,C1040,Consumer,Returning,East,Linkoping,Fashion,Sportswear,Swish,Social,3,87.54,0.044,4.0,No
O2025454,2025-09-01,C1131,Small Business,Returning,North,Vasteras,Beauty,Skincare,Card,Organic,3,68.88,0.036,3.0,No
O2025455,2025-04-29,C1158,Corporate,New,North,Stockholm,Fashion,Jackets,Swish,Direct,1,231.44,0.079,1.0,No
O2025456,2025-03-29,C1245,Consumer,Returning,West,Halmstad,Home,Kitchen,Card,Direct,2,157.52,0.058,6.0,Yes
O2025457,2025-09-10,C1184,Small Business,Returning,North,Vasteras,Sports,Team Sports,PayPal,paid search,4,128.89,0.028,1.0,No
O2025458,2025-02-01,C1252,Corporate,Returning,North,Uppsala,Fashion,Sportswear,Card,Organic,2,74.65,0.027,3.0,No
O2025459,2025-08-10,C1235,Small Business,Returning,North,Stockholm,Home,Lighting,Invoice,Paid Search,1,155.23,0.038,5.0,No
O2025460,2025-06-01,C1095,Corporate,New,West,Halmstad,Fashion,Shoes,Invoice,Social,1,92.22,0.049,4.0,Yes
O2025461,2025-05-02,C1091,Corporate,VIP,South,Malmo,Sports,Outdoor,Card,,2,297.28,0.075,6.0,No
O2025462,2025-11-05,C1134,Consumer,Returning,South,Malmo,Home,Lighting,Card,Paid Search,1,172.44,0.0,4.0,No
O2025463,2025-01-28,C1051,Small Business,VIP,East,Orebro,Home,Decor,Gift Card,Direct,1,95.77,0.163,1.0,No
O2025464,2025-04-09,C1176,Small Business,Returning,North,Stockholm,Electronics,Tablet,Invoice,Affiliate,1,485.24,0.109,4.0,No
O2025465,2025-06-21,C1156,Consumer,New,West,Halmstad,Sports,Cycling,card,Social,1,412.91,0.095,3.0,No
O2025466,2025-07-30,C1031,Corporate,Returning,North,Stockholm,Electronics,Mobile,Card,Social,1,511.88,,4.0,No
O2025467,2025-06-24,C1185,Small Business,New,South,Lund,Electronics,Tablet,Card,Affiliate,1,604.34,0.169,3.0,No
O2025468,2025-07-15,C1220,Consumer,Returning,West,Gothenburg,Beauty,Skincare,Card,Affiliate,1,44.28,0.108,3.0,No
O2025469,2025-04-08,C1229,Corporate,Returning,North,Stockholm,Fashion,Accessories,Invoice,Organic,1,61.66,0.045,3.0,No
O2025470,2025-04-17,C1167,Small Business,New,South,Helsingborg,Beauty,Fragrance,Swish,,1,65.57,0.061,2.0,No
O2025471,2025-07-02,C1213,Consumer,Returning,West,Boras,Beauty,Skincare,Card ,Email,4,37.12,0.085,3.0,No
O2025472,2025-01-17,C1147,Consumer,Returning,West,Boras,Beauty,Makeup,Swish,Organic,2,64.77,0.002,3.0,Yes
O2025473,2025-07-16,C1173,Corporate,New,West,Halmstad,Fashion,Sportswear,Card,Organic,1,111.59,0.029,4.0,Yes
O2025474,2025-05-07,C1109,Small Business,Returning,South,Helsingborg,Electronics,Headphones,Swish,Email,1,66.58,0.252,4.0,No
O2025475,2025-05-08,C1161,Small Business,Returning,West,Boras,Home,Kitchen,Card,Direct,1,40.85,0.039,3.0,No
O2025476,2025-01-18,C1003,Corporate,Returning,East,Norrkoping,Fashion,Accessories,Card,Social,2,55.99,0.063,4.0,No
O2025477,2025-12-15,C1125,Small Business,Returning,East,Norrkoping,Sports,Cycling,Invoice,Email,2,835.92,0.179,6.0,No
O2025478,2025-12-18,C1132,Corporate,Returning,West,Boras,Fashion,Jackets,Swish,Paid Search,1,139.62,0.136,4.0,No
O2025479,2025-05-22,C1197,Consumer,VIP,North,Uppsala,Electronics,Mobile,Swish,Organic,1,553.27,0.184,5.0,No
O2025480,2025-08-17,C1134,Consumer,Returning,South,Malmo,Beauty,Fragrance,Card,Organic,2,115.29,0.076,3.0,No
O2025481,2025-01-18,C1118,Corporate,New,North,Uppsala,Electronics,Tablet,Card,Email,2,519.66,0.126,4.0,Yes
O2025482,2025-12-29,C1195,Consumer,Returning,South,Malmo,Fashion,Sportswear,,Organic,1,93.79,0.042,2.0,No
O2025483,2025-01-20,C1220,Consumer,Returning,West,Halmstad,Electronics,Laptop,PayPal,Affiliate,1,1232.0,0.108,,Yes
O2025484,2025-01-14,C1240,Consumer,Returning,South,Lund,Beauty,Makeup,Card,Email,1,29.11,0.154,4.0,Yes
O2025485,2025-01-11,C1047,Consumer,Returning,East,Norrkoping,Fashion,Accessories,Card,Affiliate,1,27.58,0.115,5.0,Yes
O2025486,2025-08-17,C1245,Consumer,Returning,West,Halmstad,Fashion,Shoes,Card,Social,1,46.18,0.082,7.0,No
O2025487,2025-03-06,C1252,Corporate,Returning,North,Uppsala,Electronics,Mobile,Card,Paid Search,1,435.57,0.0,5.0,No
O2025488,2025-07-16,C1229,Corporate,Returning,North,Stockholm,Electronics,Tablet,Card,Organic,1,720.99,0.045,5.0,No
O2025489,2025-01-27,C1198,Consumer,VIP,South,Helsingborg,Electronics,Headphones,Swish,Email,1,156.3,0.05,3.0,No
O2025490,2025-11-12,C1132,Corporate,Returning,South,Malmo,Electronics,Mobile,Card,Email,1,362.23,0.0,5.0,No
O2025491,2025-04-15,C1225,Small Business,Returning,North,Stockholm,Electronics,Mobile,Invoice,Social,1,613.61,0.049,3.0,No
O2025492,2025-09-25,C1238,Small Business,Returning,West,Gothenburg,Sports,Outdoor,Card,Paid Search,1,176.81,0.105,4.0,Yes
O2025493,2025-09-21,C1078,Small Business,Returning,South,Helsingborg,Fashion,Sportswear,Swish,Direct,1,119.81,0.0,3.0,No
O2025494,2025-08-30,C1255,Consumer,Returning,East,Linkoping,Home,Lighting,Card,Social,1,49.89,0.098,6.0,Yes
O2025495,2025-06-06,C1253,Consumer,New,North,Uppsala,Sports,Cycling,Card,Social,1,831.48,0.0,1.0,No
O2025496,2025-03-20,C1035,Consumer,New,South,Malmo,Fashion,Sportswear,Card ,Organic,1,69.49,0.12,3.0,No
O2025497,2025-01-17,C1080,Consumer,New,North,Stockholm,Electronics,Headphones,Card,Email,1,165.97,0.048,4.0,No
O2025498,2025-05-06,C1099,Consumer,Returning,North,Vasteras,Home,Kitchen,Card,Organic,1,148.77,0.0,2.0,No
O2025499,2025-02-26,C1012,Small Business,Returning,East,Norrkoping,Electronics,Mobile,Card,Paid Search,1,312.69,,2.0,No
O2025500,2025-10-27,C1058,Consumer,New,North,Stockholm,Electronics,Headphones,Swish,Paid Search,1,288.72,0.006,3.0,No
O2025501,2025-06-03,C1037,Consumer,VIP,West,Boras,Beauty,Skincare,Swish,Email,3,72.97,0.085,2.0,No
O2025502,2025-04-18,C1237,Small Business,Returning,South,Malmo,Fashion,Sportswear,Card,Direct,1,69.81,0.046,3.0,No
O2025503,2025-02-10,C1096,Consumer,Returning,East,,Electronics,Mobile,Card,Paid Search,1,540.21,0.056,3.0,No
O2025504,2025-01-11,C1170,Consumer,Returning,West,Halmstad,Electronics,Headphones,Card,Email,1,171.49,0.012,5.0,No
O2025505,2025-03-18,C1251,Small Business,Returning,West,Boras,Beauty,Haircare,Card,Direct,3,39.26,0.078,3.0,No
O2025506,2025-09-20,C1198,Consumer,VIP,South,Helsingborg,Electronics,Laptop,Swish,Organic,1,1025.26,0.061,4.0,No
O2025507,2025-01-25,C1090,Consumer,Returning,West,Gothenburg,Electronics,Laptop,Invoice,Social,2,1171.65,0.021,6.0,No
O2025508,2025-11-05,C1166,Consumer,New,South,Helsingborg,Home,Decor,Card,Paid Search,2,118.15,0.01,7.0,No
O2025509,2025-01-25,C1064,Consumer,VIP,North,Uppsala,Beauty,Makeup,Card,Email,1,31.73,0.023,2.0,No
O2025510,2025-07-05,C1137,Consumer,New,West,Boras,Beauty,Fragrance,Gift Card,Social,1,72.48,0.0,3.0,No
O2025511,2025-02-07,C1198,Consumer,VIP,South,Helsingborg,Home,Lighting,Invoice,Paid Search,1,122.57,0.078,5.0,No
O2025512,2025-07-02,C1112,Small Business,Returning,North,Stockholm,Home,Furniture,Swish,Paid Search,1,975.74,0.064,3.0,No
O2025513,2025-04-28,C1182,Small Business,Returning,East,Orebro,Electronics,Laptop,,Paid Search,2,934.59,0.144,4.0,No
O2025514,2025-04-19,C1159,Consumer,Returning,South,Malmo ,Home,Furniture,Card,Organic,1,946.64,0.04,6.0,Yes
O2025515,2025-05-18,C1156,Consumer,New,West,Gothenburg,Sports,Outdoor,Card,Organic,1,117.43,0.039,3.0,No
O2025516,2025-02-26,C1030,Small Business,Returning,North,Stockholm,Electronics,Headphones,Swish,Organic,1,288.82,0.069,5.0,No
O2025517,2025-12-06,C1040,Consumer,Returning,East,Linkoping,Electronics,Mobile,Swish,Paid Search,1,301.97,0.054,4.0,Yes
O2025518,2025-11-17,C1073,Small Business,New,North,Vasteras,Fashion,Shoes,Card,Paid Search,1,102.91,0.097,7.0,No
O2025519,2025-02-14,C1131,Small Business,Returning,North,Vasteras,Beauty,Skincare,Swish,Affiliate,1,65.14,0.031,3.0,No
O2025520,2025-07-29,C1132,Corporate,Returning,West,Boras,Sports,Outdoor,Card,Paid Search,1,151.75,0.042,2.0,No
O2025521,2025-02-06,C1188,Small Business,Returning,North,Uppsala,Sports,Team Sports,Invoice,Email,2,73.47,0.159,6.0,No
O2025522,2025-03-24,C1207,Consumer,New,North,Stockholm,Beauty,Makeup,Swish,Organic,1,66.32,0.062,5.0,No
O2025523,2025-09-11,C1196,Consumer,VIP,West,Boras,Beauty,Fragrance,Swish,Organic,4,71.94,0.134,7.0,No
O2025524,2025-09-26,C1170,Consumer,Returning,West,Halmstad,Electronics,Headphones,Invoice,Paid Search,2,189.88,0.0,1.0,No
O2025525,2025-01-25,C1085,Small Business,Returning,West,Halmstad,Beauty,Fragrance,Invoice,Organic,1,92.93,0.088,4.0,No
O2025526,2025-10-10,C1202,Small Business,Returning,South,Helsingborg,Electronics,Mobile,Card,Social,1,668.45,0.032,5.0,No
O2025527,2025-05-11,C1011,Small Business,Returning,East,Linkoping,Home,Furniture,Card,Paid search,1,693.09,0.053,8.0,No
O2025528,2025-12-31,C1199,Small Business,Returning,North,Vasteras,Electronics,Mobile,Swish,Paid Search,1,365.95,0.077,1.0,No
O2025529,2025-09-19,C1134,Consumer,Returning,South,Malmo,Beauty,Fragrance,PayPal,Email,1,49.89,0.189,2.0,Yes
O2025530,2025-01-13,C1208,Consumer,Returning,North,Stockholm,Beauty,Skincare,Card,Organic,1,54.82,0.087,1.0,No
O2025531,2025-08-07,C1113,Small Business,Returning,South,Lund,Fashion,Sportswear,Invoice,Social,1,84.93,0.03,2.0,No
O2025532,2025-07-03,C1059,Small Business,New,South,Malmo,Sports,Cycling,Invoice,Affiliate,3,617.05,0.182,3.0,No
O2025533,2025-09-29,C1066,Consumer,VIP,East,Orebro,Fashion,Sportswear,Swish,Paid Search,1,131.61,0.182,4.0,Yes
O2025534,2025-01-30,C1102,Small Business,Returning,North,Vasteras,Electronics,Laptop,Card,Direct,1,1373.22,0.064,4.0,No
O2025535,2025-05-31,C1066,Consumer,VIP,West,Gothenburg,Electronics,Mobile,Card,Affiliate,1,365.57,0.136,3.0,No
O2025536,2025-12-26,C1064,Consumer,VIP,North,Uppsala,Electronics,Mobile,Card,Paid Search,2,374.95,0.168,3.0,Yes
O2025537,2025-08-17,C1229,Corporate,Returning,North,Stockholm,Sports,Outdoor,Card,,1,292.01,0.11,1.0,No
O2025538,2025-04-06,C1194,Consumer,New,North,Uppsala,Electronics,Laptop,Card,Direct,1,1038.1,0.026,6.0,No
O2025539,2025-07-03,C1136,Consumer,Returning,West,Halmstad,Home,Furniture,Card,Paid Search,2,972.32,0.068,5.0,No
O2025540,2025-08-07,C1243,Consumer,Returning,East,Linkoping,Sports,Outdoor,Card,Affiliate,1,277.58,0.145,4.0,No
O2025541,2025-08-23,C1177,Small Business,Returning,East,Linkoping,Fashion,Sportswear,PayPal,,1,70.77,0.0,2.0,No
O2025542,2025-11-22,C1082,Consumer,Returning,North,Stockholm,Beauty,Makeup,Card,Paid Search,1,59.29,0.08,4.0,No
O2025543,2025-01-10,C1072,Consumer,New,North,Vasteras,Electronics,Laptop,Gift Card,Social,1,1388.17,0.096,2.0,No
O2025544,2025-09-21,C1113,Small Business,Returning,South,Lund,Fashion,Shoes,Card,Affiliate,1,133.78,0.098,4.0,No
O2025545,2025-08-17,C1192,Corporate,Returning,West,Gothenburg,Fashion,Jackets,Card,Email,1,163.7,0.138,3.0,Yes
O2025546,2025-06-14,C1065,Small Business,New,North,Uppsala,Fashion,Jackets,Swish,Affiliate,2,147.45,0.17,1.0,Yes
O2025547,2025-12-01,C1155,Corporate,New,South,Helsingborg,Home,Kitchen,Card,Organic,1,101.67,0.0,3.0,No
O2025548,2025-08-07,C1200,Consumer,Returning,North,Uppsala,Electronics,Laptop,Card,direct,1,1064.57,0.051,2.0,No
O2025549,2025-04-14,C1107,Consumer,VIP,South,Malmo,Electronics,Laptop,Swish,Email,2,968.95,0.07,6.0,No
O2025550,2025-08-04,C1069,Consumer,Returning,West,Halmstad,Fashion,Jackets,Card,Paid Search,1,102.78,0.101,2.0,No
O2025551,2025-07-03,C1187,Consumer,Returning,North,Vasteras,Home,Decor,Card,Paid Search,1,87.04,0.04,4.0,No
O2025552,2025-08-14,C1090,Consumer,Returning,West,Gothenburg,Sports,Outdoor,Swish,Paid Search,1,181.99,0.043,2.0,No
O2025553,2025-06-27,C1105,Consumer,VIP,West,Halmstad,Fashion,Sportswear,Gift Card,Paid Search,2,80.99,0.155,4.0,Yes
O2025554,2025-05-19,C1164,Corporate,Returning,East,Linkoping,Electronics,Laptop,Card,Social,1,903.43,0.0,6.0,No
O2025555,2025-12-25,C1243,Consumer,Returning,East,Linkoping ,Electronics,Tablet,Invoice,,1,519.82,0.119,8.0,No
O2025556,2025-07-29,C1031,Corporate,Returning,North,Stockholm,Home,Kitchen,Gift Card,,1,152.47,0.033,5.0,No
O2025557,2025-02-04,C1187,Consumer,Returning,North,Vasteras,Fashion,Sportswear,Gift Card,Organic,1,78.86,0.063,1.0,No
O2025558,2025-01-30,C1120,Small Business,New,North,Stockholm,Home,Kitchen,Card,Organic,1,76.55,0.03,5.0,Yes
O2025559,2025-02-01,C1084,Corporate,VIP,East,Linkoping,Home,Kitchen,Swish,Paid Search,1,106.99,0.207,4.0,No
O2025560,2025-07-08,C1036,Consumer,New,North,Stockholm,Electronics,Mobile,Card,Organic,1,516.16,0.024,4.0,No
O2025561,2025-09-23,C1243,Consumer,Returning,East,Linkoping,Fashion,Accessories,Card,Social,1,44.3,0.017,2.0,No
O2025562,2025-04-07,C1026,Small Business,Returning,South,Malmo,Electronics,Mobile,Invoice,Email,1,212.76,0.08,2.0,No
O2025563,2025-08-25,C1212,Corporate,New,South,Malmo,Sports,Team Sports,Swish,Social,1,53.95,0.099,4.0,No
O2025564,2025-12-27,C1023,Consumer,Returning,North,Uppsala,Sports,Outdoor,Card,Paid Search,2,238.72,0.1,3.0,No
O2025565,2025-02-09,C1080,Consumer,New,North,STOCKHOLM,Home,Kitchen,Swish,Social,1,104.49,0.026,3.0,Yes
O2025566,2025-09-21,C1227,Consumer,New,North,Stockholm,Fashion,Jackets,Swish,Email,1,273.55,0.03,4.0,No
O2025567,2025-11-02,C1231,Corporate,New,North,Uppsala,Beauty,Makeup,Card,Paid Search,1,30.69,0.015,1.0,No
O2025568,2025-02-13,C1075,Consumer,VIP,North,Stockholm,Fashion,Jackets,Invoice,Paid Search,1,187.78,0.095,5.0,No
O2025569,2025-09-26,C1201,Consumer,Returning,West,Halmstad,Home,Lighting,Card,Affiliate,1,153.84,0.073,6.0,No
O2025570,2025-12-14,C1011,Small Business,Returning,East,Linkoping,Sports,Team Sports,Card,Paid Search,1,96.5,0.072,3.0,No
O2025571,2025-01-27,C1066,Consumer,VIP,West,Gothenburg,Fashion,Sportswear,PayPal,email,2,119.66,0.021,1.0,No
O2025572,2025-10-18,C1134,Consumer,Returning,South,Malmo,Beauty,Haircare,Card,Organic,1,21.34,0.054,3.0,No
O2025573,2025-08-04,C1001,Consumer,VIP,West,Halmstad,Home,Lighting,Invoice,Organic,1,143.61,0.0,1.0,No
O2025574,2025-12-20,C1240,Consumer,Returning,South,Lund,Fashion,Jackets,PayPal,Social,1,169.12,0.04,2.0,No
O2025575,2025-06-16,C1032,Consumer,Returning,North,Uppsala,Fashion,Shoes,Swish,Direct,2,112.67,0.017,3.0,No
O2025576,2025-02-07,C1255,Consumer,Returning,East,Linkoping,Home,Lighting,Card,Direct,1,153.19,0.005,5.0,No
O2025577,2025-01-28,C1099,Consumer,Returning,North,Vasteras,Electronics,Tablet,Card,Organic,1,518.54,0.0,3.0,No
O2025578,2025-08-02,C1229,Corporate,Returning,North,Stockholm,Fashion,Accessories,Card,Organic,2,43.61,0.025,1.0,No
O2025579,2025-10-25,C1059,Small Business,New,South,Malmo,Electronics,Laptop,Card,Affiliate,2,890.92,0.102,4.0,No
O2025580,2025-12-15,C1055,Corporate,New,North,Stockholm,Home,Kitchen,Swish,Affiliate,1,54.81,0.075,4.0,No
O2025581,2025-04-14,C1087,Consumer,Returning,West,Halmstad,Electronics,Tablet,Card,Organic,1,412.88,0.01,4.0,No
O2025582,2025-05-04,C1041,Consumer,Returning,South,Lund,Beauty,Makeup,Swish,Paid Search,1,41.43,0.06,3.0,No
O2025583,2025-11-20,C1059,Small Business,New,South,Malmo,Home,Decor,Gift Card,Email,2,133.89,0.146,7.0,No
O2025584,2025-01-03,C1113,Small Business,Returning,South,Lund,Sports,Outdoor,Swish,Email,1,166.35,0.089,1.0,No
O2025585,2025-10-21,C1040,Consumer,Returning,East,Linkoping,Sports,Fitness,Card,Social,1,140.66,0.048,6.0,No
O2025586,2025-10-07,C1054,Consumer,VIP,North,Stockholm,Beauty,Haircare,PayPal,Social,1,41.39,0.2,2.0,No
O2025587,2025-12-29,C1152,Consumer,Returning,North,Vasteras,Fashion,Jackets,Card,Social,3,136.85,0.053,2.0,No
O2025588,2025-10-19,C1067,Small Business,Returning,West,Halmstad,Fashion,Accessories,Gift Card,Organic,1,46.14,0.004,2.0,No
O2025589,2025-11-03,C1113,Small Business,Returning,South,Lund,Home,Furniture,Card,Email,1,711.36,0.076,4.0,No
O2025590,2025-01-25,C1179,Consumer,Returning,East,Orebro,Sports,Cycling,Swish,Direct,3,698.9,0.016,5.0,Yes
O2025591,2025-07-16,C1255,Consumer,Returning,East,Linkoping,Home,Decor,Invoice,Social,1,80.49,0.024,5.0,No
O2025592,2025-07-18,C1140,Small Business,Returning,West,Halmstad,Sports,Team Sports,Invoice,Organic,1,30.43,0.046,4.0,Yes
O2025593,2025-04-11,C1190,Small Business,Returning,East,Norrkoping,Electronics,Mobile,Card,Organic,3,482.68,0.0,8.0,No
O2025594,2025-12-15,C1094,Consumer,Returning,North,Uppsala,Fashion,Jackets,Swish,,1,157.34,0.077,1.0,No
O2025595,2025-11-05,C1002,Small Business,New,South,Lund,Fashion,Shoes,Invoice,Affiliate,1,111.71,0.135,3.0,No
O2025596,2025-05-24,C1236,Small Business,New,East,Orebro,Electronics,Tablet,Invoice,Organic,2,671.53,0.015,6.0,No
O2025597,2025-11-19,C1094,Consumer,Returning,North,Uppsala,Beauty,Fragrance,Swish,,3,85.93,0.038,3.0,No
O2025598,2025-07-15,C1159,Consumer,Returning,South,Malmo,Sports,Fitness,PayPal,Direct,1,229.0,0.063,4.0,No
O2025599,2025-02-01,C1225,Small Business,Returning,North,Stockholm,Home,Furniture,Gift Card,Social,2,724.76,0.026,2.0,No
O2025600,2025-05-26,C1167,Small Business,New,South,Helsingborg,Fashion,Shoes,Card,Paid Search,1,96.3,0.043,4.0,No
O2025601,2025-11-17,C1060,Small Business,Returning,North,Vasteras,Home,Kitchen,PayPal,Organic,1,89.17,0.057,2.0,No
O2025602,2025-03-16,C1012,Small Business,Returning,South,Helsingborg,Sports,Team Sports,Card,Paid Search,1,124.19,0.101,5.0,No
O2025603,2025-06-07,C1093,Small Business,Returning,West,Boras,Home,Lighting,PayPal,Organic,1,97.44,0.023,5.0,No
O2025604,2025-11-26,C1062,Consumer,VIP,South,Helsingborg,Fashion,Shoes,Card,Email,1,172.68,0.103,3.0,No
O2025605,2025-09-12,C1149,Consumer,Returning,North,Uppsala,Home,Lighting,Invoice,social,1,150.49,0.05,,No
O2025606,2025-09-16,C1109,Small Business,Returning,South,Helsingborg,Electronics,Mobile,Card,Direct,1,356.53,0.001,3.0,No
O2025607,2025-04-19,C1142,Small Business,Returning,South,Helsingborg,Electronics,Tablet,Card,Email,1,653.45,0.069,3.0,No
O2025608,2025-12-16,C1060,Small Business,Returning,North,Vasteras,Electronics,Tablet,card,Email,1,392.05,0.043,1.0,No
O2025609,2025-12-16,C1233,Corporate,Returning,West,Halmstad,Home,Decor,Card,Organic,2,101.27,0.033,,Yes
O2025610,2025-12-31,C1005,Small Business,Returning,West,Gothenburg,Fashion,Sportswear,Card,Social,1,80.52,0.013,4.0,No
O2025611,2025-06-12,C1053,Consumer,New,West,Boras,Fashion,Shoes,Invoice,Email,1,77.02,0.033,4.0,No
O2025612,2025-02-05,C1140,Small Business,Returning,West,Boras,Beauty,Skincare,Card,Social,2,46.46,0.044,3.0,No
O2025613,2025-06-23,C1093,Small Business,Returning,West,Boras,Beauty,Makeup,Card,Organic,2,64.97,0.057,2.0,No
O2025614,2025-11-18,C1154,Corporate,VIP,West,Gothenburg,Home,Kitchen,Gift Card,Social,1,142.65,,3.0,No
O2025615,2025-11-07,C1029,Consumer,VIP,West,Halmstad,Fashion,Shoes,,Direct,1,94.34,0.042,4.0,No
O2025616,2025-07-28,C1071,Consumer,Returning,East,Norrkoping,Sports,Cycling,Invoice,Email,1,509.81,0.049,4.0,No
O2025617,2025-05-14,C1236,Small Business,New,East,Orebro,Beauty,Skincare,Card,Affiliate,2,44.22,0.097,4.0,Yes
O2025618,2025-07-20,C1048,Consumer,VIP,North,Uppsala,Sports,Team Sports,Card,Social,1,86.6,0.121,3.0,Yes
O2025619,2025-01-28,C1130,Consumer,VIP,South,Lund,Electronics,Laptop,Paypal,Direct,1,460.02,0.162,6.0,No
O2025620,2025-06-11,C1182,Small Business,Returning,West,Boras,Sports,Team Sports,Card,Email,2,84.05,0.18,5.0,No
O2025621,2025-07-07,C1243,Consumer,Returning,East,Linkoping,Home,Furniture,Card,Email,2,706.74,0.0,7.0,No
O2025622,2025-09-11,C1011,Small Business,Returning,East,Linkoping,Beauty,Haircare,,Email ,2,35.69,0.109,4.0,No
O2025623,2025-07-05,C1124,Consumer,New,North,Vasteras,Fashion,Accessories,PayPal,Organic,1,63.53,0.022,3.0,No
O2025624,2025-08-20,C1177,Small Business,Returning,East,Linkoping,Home,Decor,Card,direct,2,79.88,0.0,4.0,No
O2025625,2025-04-28,C1255,Consumer,Returning,West,Halmstad,Beauty,Makeup,Card,Organic,2,58.44,0.036,2.0,No
O2025626,2025-12-23,C1170,Consumer,Returning,South,Malmo,Home,Decor,Card,Paid Search,1,107.69,0.079,7.0,No
O2025627,2025-11-06,C1083,Consumer,VIP,North,Vasteras,Beauty,Makeup,PayPal,Social,2,39.26,0.16,2.0,No
O2025628,2025-05-28,C1155,Corporate,New,South,Helsingborg,Beauty,Skincare,Swish,Direct,1,49.71,0.034,4.0,No
O2025629,2025-07-07,C1111,Corporate,Returning,North,Stockholm,Sports,Team Sports,Card,Affiliate,1,90.0,0.181,5.0,No
O2025630,2025-07-20,C1083,Consumer,VIP,North,Vasteras,Electronics,Headphones,PayPal,Direct,1,250.41,0.146,2.0,No
O2025631,2025-02-20,C1148,Consumer,Returning,East,Norrkoping,Fashion,Accessories,Gift Card,Paid Search,1,45.12,0.108,2.0,Yes
O2025632,2025-09-21,C1237,Small Business,Returning,South,Malmo,Sports,Cycling,Card,Email,1,750.18,0.052,4.0,No
